"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"EMUCA","EMU NL","2008-02-27","Materials",4810877
"EMV","EMVISION MEDICAL DEVICES LTD","2018-12-13","Health Care Equipment & Services",141392074
"ENA","ENSURANCE LTD","2011-09-23","Insurance",21175835
"ENN","ELANOR INVESTORS GROUP","2014-07-11","Consumer Services",207064644
"ENR","ENCOUNTER RESOURCES LIMITED","2006-03-24","Materials",68840027
"ENT","ENTERPRISE METALS LIMITED","2007-06-20","Materials",5876826
"ENV","ENOVA MINING LIMITED","2007-04-13","Materials",4300223
"ENX","ENEGEX LIMITED","2013-10-08","Materials",4898565
"EOF","ECOFIBRE LIMITED","2019-03-29","Pharmaceuticals, Biotechnology & Life Sciences",116986875
"EOL","ENERGY ONE LIMITED","2007-01-15","Software & Services",134617716
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","2000-10-23","Capital Goods",101885424
"EP1","E&P FINANCIAL GROUP LIMITED","2018-05-14","Diversified Financials",123593647
"EPM","ECLIPSE METALS LIMITED.","2011-02-17","Energy",38460880
"EPN","EPSILON HEALTHCARE LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",8409912
"EPX","EP&T GLOBAL LIMITED","2021-05-12","Software & Services",9391181
"EPY","EARLYPAY LTD","2010-02-23","Diversified Financials",107273615
"EQE","EQUUS MINING LIMITED","1995-12-12","Materials",12144077
"EQN","EQUINOX RESOURCES LIMITED.","2021-10-13","Materials",12415000
"EQR","EQ RESOURCES LIMITED","2006-06-06","Materials",72974347
"EQS","EQUITY STORY GROUP LTD","2022-05-03","Diversified Financials",4493725
"EQT","EQT HOLDINGS LIMITED","1985-08-06","Diversified Financials",686447184
"EQX","EQUATORIAL RESOURCES LIMITED","1987-05-14","Materials",22040437
"ERA","ENERGY RESOURCES OF AUSTRALIA LIMITED","1980-11-19","Energy",775190472
"ERD","EROAD LIMITED","2020-09-18","Technology Hardware & Equipment",124644839
"ERG","ENECO REFRESH LTD","2006-03-29","Food, Beverage & Tobacco",6264242
"ERL","EMPIRE RESOURCES LIMITED","2007-02-01","Materials",7270005
"ERM","EMMERSON RESOURCES LIMITED","2007-12-17","Materials",46845042
"ERW","ERRAWARRA RESOURCES LTD","2020-12-14","Materials",15126001
"ESK","ETHERSTACK PLC","2012-09-07","Software & Services",52287801
"ESR","ESTRELLA RESOURCES LIMITED","2012-05-09","Materials",16252119
"ESS","ESSENTIAL METALS LIMITED","2003-12-04","Materials",110059670
"ETM","ENERGY TRANSITION MINERALS LTD","2006-06-20","Materials",66431457
"EUR","EUROPEAN LITHIUM LIMITED","2010-12-02","Materials",134779243
"EV1","EVOLUTION ENERGY MINERALS LIMITED","2021-11-16","Materials",49612500
"EVE","EVE HEALTH GROUP LIMITED.","2004-04-08","Diversified Financials",5274483
"EVN","EVOLUTION MINING LIMITED","2002-08-20","Materials",4715729327
"EVO","EMBARK EDUCATION LIMITED","2014-12-05","Consumer Services",91740953
"EVR","EV RESOURCES LTD","1994-12-07","Materials",18519681
"EVS","ENVIROSUITE LIMITED","2008-02-11","Software & Services",163688709
"EVT","EVT LIMITED","1962-06-30","Media & Entertainment",2234388770
"EVZ","EVZ LIMITED","1985-04-26","Capital Goods",21626265
"EWC","ENERGY WORLD CORPORATION LTD","1988-12-08","Utilities",104325388
"EX1","EXOPHARM LIMITED","2018-12-18","Pharmaceuticals, Biotechnology & Life Sciences",13362980
"EXL","ELIXINOL WELLNESS LIMITED","2018-01-08","Household & Personal Products",9804233
"EXP","EXPERIENCE CO LIMITED","2015-03-27","Consumer Services",165880752
"EXR","ELIXIR ENERGY LIMITED","2004-07-19","Energy",187049649
"EYE","NOVA EYE MEDICAL LIMITED","1987-10-12","Health Care Equipment & Services",40842046
"EZLDA","EUROZ HARTLEYS GROUP LIMITED","1971-08-02","Diversified Financials",0
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","2021-03-03","Retailing",15393600
"FAL","FALCON METALS LTD","2021-12-22","Materials",37170000
"FAR","FAR LIMITED","1986-01-23","Energy",71200714
"FAU","FIRST AU LIMITED","1970-01-01","Materials",5711960
"FBR","FBR LTD","2001-02-08","Capital Goods",130253109
"FBU","FLETCHER BUILDING LIMITED","2001-03-26","Materials",3664968199
"FCL","FINEOS CORPORATION HOLDINGS PLC","2019-08-16","Software & Services",511179813
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","2011-05-11","Software & Services",99741235
"FDR","FINDER ENERGY HOLDINGS LIMITED","2022-04-08","Energy",18112500
"FDV","FRONTIER DIGITAL VENTURES LIMITED","2016-08-26","Media & Entertainment",269314254
"FEG","FAR EAST GOLD LTD","2022-03-28","Materials",108988007
"FEX","FENIX RESOURCES LTD","2008-08-04","Materials",140091341
"FFF","FORBIDDEN FOODS LIMITED","2020-08-31","Food, Beverage & Tobacco",5480364
"FFG","FATFISH GROUP LIMITED","1995-11-23","Diversified Financials",20722598
"FFI","FFI HOLDINGS LIMITED","1987-01-15","Food, Beverage & Tobacco",40566584
"FFT","FUTURE FIRST TECHNOLOGIES LTD","2013-12-02","Commercial & Professional Services",22430918
"FFX","FIREFINCH LIMITED","2006-12-06","Materials","N/A"
"FG1","FLYNN GOLD LIMITED","2021-06-17","Materials",11409990
"FGG","FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED","2015-09-10","Not Applic",458560520
"FGL","FRUGL GROUP LIMITED","2004-08-10","Software & Services",3707894
"FGR","FIRST GRAPHENE LIMITED","1994-08-08","Materials",74891068
"FGX","FUTURE GENERATION INVESTMENT COMPANY LIMITED","1997-03-06","Not Applic",469861528
"FHE","FRONTIER ENERGY LIMITED","2009-12-18","Materials",155013283
"FHS","FREEHILL MINING LIMITED.","2017-01-16","Materials",15414791
"FID","FIDUCIAN GROUP LIMITED","2015-02-09","Diversified Financials",217195599
"FIJ","FIJI KAVA LIMITED","2018-12-20","Household & Personal Products",5290365
"FIN","FIN RESOURCES LIMITED","1989-11-02","Materials",11189596
"FLC","FLUENCE CORPORATION LIMITED","2007-12-18","Capital Goods",117099726
"FLN","FREELANCER LIMITED","2013-11-15","Commercial & Professional Services",124528700
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","1995-12-01","Consumer Services",3157947284
"FLX","FELIX GROUP HOLDINGS LTD","2021-01-12","Software & Services",22724358
"FME","FUTURE METALS NL","2007-08-16","Energy",49164484
"FMG","FORTESCUE METALS GROUP LTD","1987-03-19","Materials",58715860986
"FML","FOCUS MINERALS LTD","2000-09-13","Materials",50147763
"FMS","FLINDERS MINES LIMITED","2002-02-20","Materials",88645503
"FND","FINDI LIMITED","2001-08-08","Software & Services",18375749
"FNXDA","FINEXIA FINANCIAL GROUP LIMITED","2006-12-21","Diversified Financials",0
"FOD","THE FOOD REVOLUTION GROUP LIMITED","2012-06-29","Food, Beverage & Tobacco",27456088
"FOR","FORAGER AUSTRALIAN SHARES FUND","2016-12-16","Not Applic",146803370
"FOS","FOS CAPITAL LTD","2021-06-07","Capital Goods",10429212
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","2017-03-22","Not Applic",27700633
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","2001-11-21","Health Care Equipment & Services",11085803340
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","2017-10-10","Not Applic",17083751
"FRB","FIREBIRD METALS LIMITED","2021-03-18","Materials",12820250
"FRE","FIREBRICK PHARMA LIMITED","2022-01-28","Pharmaceuticals, Biotechnology & Life Sciences",45685135
"FRI","FINBAR GROUP LIMITED","1994-08-05","Real Estate",179601274
"FRM","FARM PRIDE FOODS LIMITED","1997-12-19","Food, Beverage & Tobacco",8001125
"FRS","FORRESTANIA RESOURCES LIMITED","2021-09-30","Materials",10558318
"FRX","FLEXIROAM LIMITED","2015-06-16","Telecommunication Services",22466965
"FSA","FSA GROUP LIMITED","2001-01-11","Diversified Financials",132123770
"FSF","FONTERRA SHAREHOLDERS' FUND","2012-11-30","Food, Beverage & Tobacco",306035807
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","2005-04-26","Telecommunication Services",80192869
"FSI","FLAGSHIP INVESTMENTS LIMITED","2000-12-20","Not Applic",48353082
"FTC","FINTECH CHAIN LIMITED","2012-11-27","Software & Services",16269240
"FTL","FIRETAIL RESOURCES LIMITED","2022-04-13","Materials",13090000
"FTZ","FERTOZ LIMITED","2013-09-02","Materials",42405246
"FWD","FLEETWOOD LIMITED","1987-04-15","Consumer Durables & Apparel",137184062
"FXG","FELIX GOLD LIMITED","2022-01-31","Materials",19742638
"FYI","FYI RESOURCES LIMITED","1994-01-20","Materials",53050800
"FZO","FAMILY ZONE CYBER SAFETY LIMITED","2016-08-29","Software & Services",264400092
"FZR","FITZROY RIVER CORPORATION LTD","1998-03-04","Energy",12414739
"G1A","GALENA MINING LIMITED","2017-09-07","Materials",122754071
"G50","GOLD 50 LIMITED","2021-08-06","Materials",21323500
"G6M","GROUP 6 METALS LIMITED","1967-09-21","Materials",119843396
"G88","GOLDEN MILE RESOURCES LTD","2017-06-19","Materials",4705564
"GAL","GALILEO MINING LTD","2018-05-29","Materials",217149086
"GAP","GALE PACIFIC LIMITED","2000-12-14","Consumer Durables & Apparel",80153982
"GAS","STATE GAS LIMITED","2017-10-10","Energy",70614051
"GBE","GLOBE METALS & MINING LIMITED","2005-12-09","Materials",33762403
"GBR","GREAT BOULDER RESOURCES LIMITED","2016-11-18","Materials",36789879
"GBZ","GBM RESOURCES LIMITED","2007-10-24","Materials",26914266
"GC1","GLENNON SMALL COMPANIES LIMITED","2015-08-21","Not Applic",32024359
"GCI","GRYPHON CAPITAL INCOME TRUST","2018-05-25","Not Applic",481460608
"GCR","GOLDEN CROSS RESOURCES LTD","1996-03-27","Materials",9875305
"GCX","GCX METALS LIMITED","2012-12-20","Energy",7431148
"GCY","GASCOYNE RESOURCES LIMITED","2009-12-11","Materials","N/A"
"GDA","GOOD DRINKS AUSTRALIA LTD","2006-12-13","Food, Beverage & Tobacco",89195137
"GDC","GLOBAL DATA CENTRE GROUP","2019-10-31","Not Applic",94272816
"GDF","GARDA PROPERTY GROUP","2015-07-02","Real Estate",328946102
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","2007-12-11","Insurance",234066707
"GDI","GDI PROPERTY GROUP","2013-12-17","Real Estate",401530528
"GED","GOLDEN DEEPS LIMITED.","1986-12-04","Materials",11552267
"GEM","G8 EDUCATION LIMITED","2007-12-05","Consumer Services",792309945
"GEN","GENMIN LIMITED","2021-03-10","Materials",86232979
"GES","GENESIS RESOURCES LIMITED","2009-10-27","Materials",6262730
"GFL","GLOBAL MASTERS FUND LIMITED","2006-05-16","Not Applic",25842813
"GFN","GEFEN INTERNATIONAL A.I. LTD","2021-07-21","Retailing",6413993
"GGE","GRAND GULF ENERGY LIMITED","1998-03-20","Energy",32478824
"GGX","GAS2GRID LIMITED","2005-05-13","Energy",8178204
"GIB","GIBB RIVER DIAMONDS LIMITED","2008-07-01","Materials",12902076
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","2021-05-06","Materials",611538906
"GLA","GLADIATOR RESOURCES LIMITED","2006-06-27","Materials",9080888
"GLB","GLOBE INTERNATIONAL LIMITED","2001-05-24","Consumer Durables & Apparel",132684218
"GLE","GLG CORP LTD","2005-12-14","Consumer Durables & Apparel",32974500
"GLH","GLOBAL HEALTH LIMITED","2000-04-04","Health Care Equipment & Services",14500845
"GLL","GALILEE ENERGY LIMITED","1996-02-15","Energy",93097812
"GLN","GALAN LITHIUM LIMITED","2011-06-08","Materials",469037617
"GLV","GLOBAL OIL & GAS LIMITED","2005-05-25","Energy",4121709
"GMD","GENESIS MINERALS LIMITED","2007-08-02","Materials",510134776
"GME","GME RESOURCES LIMITED","1980-08-21","Materials",53970528
"GMG","GOODMAN GROUP","2005-02-02","Real Estate",34280951474
"GML","GATEWAY MINING LIMITED","1971-08-02","Materials",15820767
"GMN","GOLD MOUNTAIN LIMITED","2011-09-02","Materials",14203343
"GMR","GOLDEN RIM RESOURCES LTD","1987-08-13","Materials",10986969
"GNC","GRAINCORP LIMITED","1998-03-30","Food & Staples Retailing",1887611486
"GNE","GENESIS ENERGY LIMITED","2014-04-17","Utilities",2569370883
"GNG","GR ENGINEERING SERVICES LIMITED","2011-04-19","Materials",327981522
"GNM","GREAT NORTHERN MINERALS LIMITED","2008-03-05","Materials",6836204
"GNP","GENUSPLUS GROUP LTD","2020-12-14","Capital Goods",174984896
"GNX","GENEX POWER LIMITED","2015-07-08","Utilities",242406000
"GO2","THE GO2 PEOPLE LTD","2017-10-31","Commercial & Professional Services",4066383
"GOR","GOLD ROAD RESOURCES LIMITED","2006-07-04","Materials",1850603553
"GOW","GOWING BROS LIMITED","1962-07-31","Diversified Financials",149271150
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","2007-07-04","Real Estate",2382129560
"GPR","GEOPACIFIC RESOURCES LTD","2006-05-09","Materials",25522317
"GPS","GPS ALLIANCE HOLDINGS LIMITED","2013-07-02","Real Estate","N/A"
"GPT","GPT GROUP","1971-04-01","Real Estate",8141204078
"GQG","GQG PARTNERS INC.","2021-10-26","Diversified Financials",4488264260
"GRE","GREENTECH METALS LIMITED","2022-01-04","Materials",6370000
"GRL","GODOLPHIN RESOURCES LIMITED","2019-12-18","Materials",9824664
"GRR","GRANGE RESOURCES LIMITED.","1986-03-27","Materials",914297571
"GRV","GREENVALE MINING LTD","1971-07-28","Energy",32050888
"GRX","GREENX METALS LIMITED","1993-09-06","Materials",100180083
"GSM","GOLDEN STATE MINING LIMITED","2018-11-08","Materials",6669810
"GSN","GREAT SOUTHERN MINING LIMITED","2011-04-14","Materials",27275435
"GSR","GREENSTONE RESOURCES LIMITED","2000-12-12","Materials",27939053
"GSS","GENETIC SIGNATURES LIMITED","2015-03-31","Pharmaceuticals, Biotechnology & Life Sciences",122612127
"GT1","GREEN TECHNOLOGY METALS LIMITED","2021-11-10","Materials",278027796
"GTE","GREAT WESTERN EXPLORATION LIMITED.","2007-06-05","Materials",10886887
"GTG","GENETIC TECHNOLOGIES LIMITED","1987-07-30","Pharmaceuticals, Biotechnology & Life Sciences",27701895
"GTI","GRATIFII LIMITED","2008-07-17","Software & Services",19145295
"GTK","GENTRACK GROUP LIMITED","2014-06-25","Software & Services",163709095
"GTM","GREENTECH MINERALS LTD",,"Semiconductors & Semiconductor Equipment",0
"GTN","GTN LIMITED","2016-06-01","Media & Entertainment",85548084
"GTR","GTI ENERGY LTD","2007-08-10","Materials",19571287
"GUD","G.U.D. HOLDINGS LIMITED","1962-06-30","Automobiles & Components",1138429144
"GUL","GULLEWA LIMITED","1980-06-19","Materials",11645089
"GVF","GLOBAL VALUE FUND LIMITED","2014-07-21","Not Applic",194994102
"GW1","GREENWING RESOURCES LTD","2005-10-20","Materials",44802939
"GWA","GWA GROUP LIMITED.","1993-05-20","Capital Goods",570190993
"GWR","GWR GROUP LIMITED","2004-12-24","Materials",20557866
"H2G","GREENHY2 LIMITED","1980-12-04","Commercial & Professional Services",14201285
"HAL","HALO TECHNOLOGIES HOLDINGS LTD","2022-04-26","Diversified Financials",30433823
"HAR","HARANGA RESOURCES LIMITED.","2022-01-27","Materials",10220448
"HAS","HASTINGS TECHNOLOGY METALS LTD","2008-02-20","Materials",456033110
"HAV","HAVILAH RESOURCES LIMITED","2002-03-21","Materials",104490939
"HAW","HAWTHORN RESOURCES LIMITED","1986-07-03","Materials",31016952
"HCD","HYDROCARBON DYNAMICS LIMITED","2006-04-21","Energy",7631787
"HCF","H&G HIGH CONVICTION LIMITED","2022-10-25","Not Applic",21396749
"HCH","HOT CHILI LIMITED","2010-05-03","Materials",107500685
"HCT","HOLISTA COLLTECH LIMITED","2004-02-26","Household & Personal Products",7806402
"HCW","HEALTHCO HEALTHCARE AND WELLNESS REIT","2021-09-06","Real Estate",519363023
"HDN","HOMECO DAILY NEEDS REIT","2020-11-23","Real Estate",2648667009
"HE8","HELIOS ENERGY LTD","2010-10-20","Energy",226552302
"HFR","HIGHFIELD RESOURCES LIMITED","2012-02-07","Materials",312442553
"HFY","HUBIFY LIMITED","2017-01-12","Telecommunication Services",11411135
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","2018-11-01","Banks",1163780290
"HGL","HUDSON INVESTMENT GROUP LIMITED","1994-06-09","Real Estate",18995179
"HGO","HILLGROVE RESOURCES LIMITED","1994-07-22","Materials",48145851
"HGV","HYGROVEST LIMITED","2015-01-22","Not Applic",16096779
"HHI","HEALTH HOUSE INTERNATIONAL LIMITED","2011-07-28","Health Care Equipment & Services","N/A"
"HHR","HARTSHEAD RESOURCES NL","2012-02-14","Energy",89414603
"HIL","HILLS LIMITED","1962-06-30","Technology Hardware & Equipment",12991189
"HIO","HAWSONS IRON LTD","2007-11-14","Materials",81515825
"HIQ","HITIQ LIMITED","2021-06-16","Health Care Equipment & Services",4104990
"HIT","HITECH GROUP AUSTRALIA LIMITED","2000-04-17","Commercial & Professional Services",82838500
"HLA","HEALTHIA LIMITED","2018-09-11","Health Care Equipment & Services",177991090
"HLF","HALO FOOD CO. LIMITED",,,14026941
"HLI","HELIA GROUP LIMITED","2014-05-20","Banks",966476215
"HLO","HELLOWORLD TRAVEL LIMITED","2000-09-13","Consumer Services",242618577
"HLS","HEALIUS LIMITED","1998-07-03","Health Care Equipment & Services",1933892805
"HLX","HELIX RESOURCES LIMITED","1986-05-22","Materials",15100448
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","2018-11-14","Not Applic",555956072
"HMC","HOME CONSORTIUM LIMITED","2019-10-14","Real Estate",1533963440
"HMD","HERAMED LIMITED","2018-12-12","Health Care Equipment & Services",36398557
"HMG","HAMELIN GOLD LIMITED","2021-11-05","Materials",20350000
"HMI","HIREMII LIMITED","2021-05-11","Commercial & Professional Services",5847593
"HMX","HAMMER METALS LIMITED","2003-02-25","Materials",51685663
"HMY","HARMONEY CORP LIMITED","2020-11-19","Diversified Financials",56871129
"HNG","HANCOCK & GORE LTD","1971-08-24","Capital Goods",65355074
"HNR","HANNANS LTD","2003-12-05","Materials","N/A"
"HOR","HORSESHOE METALS LIMITED","2010-07-29","Materials",14350515
"HPC","THE HYDRATION PHARMACEUTICALS COMPANY LIMITED","2021-12-14","Household & Personal Products",19650635
"HPG","HIPAGES GROUP HOLDINGS LTD","2020-11-12","Media & Entertainment",141670176
"HPI","HOTEL PROPERTY INVESTMENTS","2013-12-10","Real Estate",631465861
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","1989-12-14","Food, Beverage & Tobacco",7860527
"HPR","HIGH PEAK ROYALTIES LIMITED","2007-03-30","Energy",14000079
"HRE","HEAVY RARE EARTHS LIMITED","2022-08-24","Class Pend",10241273
"HRN","HORIZON GOLD LIMITED","2016-12-21","Materials",34424951
"HRO","HIRO BRANDS LIMITED","2016-01-14","Consumer Services","N/A"
"HRZ","HORIZON MINERALS LIMITED","1992-02-06","Materials",43599235
"HSC","HSC TECHNOLOGY GROUP LTD","2006-06-02","Software & Services",20057754
"HSN","HANSEN TECHNOLOGIES LIMITED","2000-06-01","Software & Services",1034391878
"HT1","HT&E LIMITED","1992-05-07","Media & Entertainment",352594103
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","1999-06-24","Retailing",4474432
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","1999-08-17","Telecommunication Services",827923023
"HTG","HARVEST TECHNOLOGY GROUP LTD","2016-05-12","Technology Hardware & Equipment",44244491
"HTM","HIGH-TECH METALS LTD",,"Class Pend",0
"HUB","HUB24 LIMITED","2007-07-05","Diversified Financials",2134351025
"HUM","HUMM GROUP LIMITED","2006-12-12","Diversified Financials",285224248
"HVM","HAPPY VALLEY NUTRITION LIMITED","2020-01-23","Food, Beverage & Tobacco",13814420
"HVN","HARVEY NORMAN HOLDINGS LIMITED","1987-09-03","Retailing",5270608146
"HVY","HEAVY MINERALS LIMITED","2021-09-14","Materials",5387357
"HXG","HEXAGON ENERGY MATERIALS LIMITED","2008-10-30","Materials",9488944
"HXL","HEXIMA LIMITED.","2020-12-01","Pharmaceuticals, Biotechnology & Life Sciences",3173753
"HYD","HYDRIX LIMITED","2001-05-11","Technology Hardware & Equipment",13130547
"HYT","HYTERRA LTD","2005-12-14","Energy",0
"HZN","HORIZON OIL LIMITED","1981-06-30","Energy",216194800
"HZR","HAZER GROUP LIMITED","2015-12-02","Materials",119310620
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","2000-08-08","Insurance",12054340007
"IAM","INCOME ASSET MANAGEMENT GROUP LIMITED.","1987-01-14","Diversified Financials",42003123
"IBC","IRONBARK CAPITAL LIMITED","1987-04-02","Not Applic",51764105
"IBG","IRONBARK ZINC LTD","2006-08-16","Materials",16089805
"IBX","IMAGION BIOSYSTEMS LIMITED","2017-06-22","Health Care Equipment & Services",29154282
"ICE","ICETANA LIMITED","2019-12-23","Software & Services",8969779
"ICG","INCA MINERALS LIMITED","2008-06-19","Materials",15667042
"ICI","ICANDY INTERACTIVE LIMITED","2016-02-04","Media & Entertainment",82532986
"ICL","ICENI GOLD LIMITED","2021-04-14","Materials",21900000
"ICN","ICON ENERGY LIMITED","1997-09-22","Energy",3840068
"ICR","INTELICARE HOLDINGS LIMITED","2020-05-25","Health Care Equipment & Services",3665064
"ICS","ICSGLOBAL LIMITED","1999-12-23","Health Care Equipment & Services","N/A"
"ICTDD","ICOLLEGE LIMITED","2009-08-24","Consumer Services",0
"ID8","IDENTITII LIMITED","2018-10-17","Software & Services",7847187
"IDA","INDIANA RESOURCES LIMITED","1986-07-17","Materials",26395460
"IDT","IDT AUSTRALIA LIMITED","1991-02-18","Pharmaceuticals, Biotechnology & Life Sciences",22656049
"IDX","INTEGRAL DIAGNOSTICS LIMITED","2015-10-21","Health Care Equipment & Services",628988088
"IEC","INTRA ENERGY CORPORATION LIMITED","2007-07-04","Energy",3634690
"IEL","IDP EDUCATION LIMITED","2015-11-26","Consumer Services",8149684258
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","1993-03-11","Real Estate",4487825
"IFL","INSIGNIA FINANCIAL LTD","2003-12-05","Diversified Financials",2205702635
"IFM","INFOMEDIA LTD","2000-08-16","Software & Services",415244635
"IFT","INFRATIL LIMITED.","2010-08-30","Utilities",5801395000
"IG6","INTERNATIONAL GRAPHITE LIMITED","2022-04-07","Capital Goods",47895916
"IGL","IVE GROUP LIMITED","2015-12-16","Media & Entertainment",386323911
"IGN","IGNITE LIMITED","1997-01-16","Commercial & Professional Services",6718663
"IGO","IGO LIMITED","2002-01-17","Materials",12078421617
"IHL","INCANNEX HEALTHCARE LIMITED","2007-05-23","Pharmaceuticals, Biotechnology & Life Sciences",380898931
"IHR","INTELLIHR LIMITED","2018-01-23","Software & Services",21079449
"IIQ","INOVIQ LTD","1991-04-18","Health Care Equipment & Services",52910754
"IKE","IKEGPS GROUP LIMITED","2016-11-21","Technology Hardware & Equipment",135771983
"IKW","IKWEZI MINING LIMITED","2011-07-19","Energy",17885989
"ILA","ISLAND PHARMACEUTICALS LIMITED","2021-04-13","Pharmaceuticals, Biotechnology & Life Sciences",15847351
"ILU","ILUKA RESOURCES LIMITED","1962-06-30","Materials",4279066761
"IMA","IMAGE RESOURCES NL","2002-07-04","Materials",155095882
"IMB","INTELLIGENT MONITORING GROUP LIMITED","1994-03-03","Commercial & Professional Services",22872552
"IMC","IMMURON LIMITED","1999-04-30","Pharmaceuticals, Biotechnology & Life Sciences",17768271
"IMD","IMDEX LIMITED","1987-09-24","Materials",919450494
"IME","IMEXHS LIMITED","2005-12-14","Health Care Equipment & Services",18772345
"IMI","INFINITY MINING LIMITED","2021-12-22","Materials",39172472
"IMM","IMMUTEP LIMITED","1988-06-23","Pharmaceuticals, Biotechnology & Life Sciences",272517730
"IMR","IMRICOR MEDICAL SYSTEMS INC.","2019-08-30","Health Care Equipment & Services",49187978
"IMS","IMPELUS LIMITED","2000-05-11","Media & Entertainment","N/A"
"IMU","IMUGENE LIMITED","1993-11-24","Pharmaceuticals, Biotechnology & Life Sciences",1146545334
"INA","INGENIA COMMUNITIES GROUP","2004-07-01","Real Estate",1724077207
"IND","INDUSTRIAL MINERALS LTD","2021-07-13","Materials",24130000
"INF","INFINITY LITHIUM CORPORATION LIMITED","2011-04-15","Materials",81821132
"ING","INGHAMS GROUP LIMITED","2016-11-07","Food, Beverage & Tobacco",1025835699
"INL","INNLANZ LIMITED","2019-02-22","Retailing",13157072
"INP","INCENTIAPAY LIMITED","2014-09-09","Retailing",10120509
"INR","IONEER LTD","2007-12-19","Materials",1175069430
"INV","INVESTSMART GROUP LIMITED","2005-04-21","Diversified Financials",34899800
"IOD","IODM LIMITED","2003-11-18","Software & Services",270998214
"IOU","IOUPAY LIMITED","2000-10-12","Media & Entertainment",25484555
"IPB","IPB PETROLEUM LIMITED","2013-04-30","Energy",3650959
"IPC","IMPERIAL PACIFIC LIMITED","1971-07-28","Diversified Financials",7495021
"IPD","IMPEDIMED LIMITED","2007-10-24","Health Care Equipment & Services",165836591
"IPG","IPD GROUP LTD","2021-12-17","Capital Goods",272915922
"IPH","IPH LIMITED","2014-11-19","Commercial & Professional Services",2044542439
"IPL","INCITEC PIVOT LIMITED","2003-07-28","Materials",8040811620
"IPT","IMPACT MINERALS LIMITED","2006-11-29","Materials",23573020
"IPX","IPERIONX LIMITED","2018-04-16","Materials",126706864
"IR1","IRIS METALS LIMITED","2021-09-23","Materials",180821000
"IRD","IRON ROAD LIMITED","2008-06-12","Materials",107981276
"IRE","IRESS LIMITED","2000-11-03","Software & Services",1738766905
"IRI","INTEGRATED RESEARCH LIMITED","2000-12-13","Software & Services",63129864
"IRX","INHALERX LIMITED","2017-01-11","Health Care Equipment & Services",11797818
"IS3","I SYNERGY GROUP LIMITED","2017-03-30","Software & Services",10939849
"ISU","ISELECT LIMITED.","2013-06-24","Consumer Services",66023857
"ITM","ITECH MINERALS LTD","2021-10-21","Materials",33697417
"IVC","INVOCARE LIMITED","2003-12-04","Consumer Services",1591871100
"IVO","INVIGOR GROUP LIMITED","1999-12-03","Media & Entertainment","N/A"
"IVR","INVESTIGATOR RESOURCES LTD","2007-04-03","Materials",64183856
"IVT","INVENTIS LIMITED","1999-04-14","Commercial & Professional Services",5146584
"IVX","INVION LIMITED","2010-02-15","Pharmaceuticals, Biotechnology & Life Sciences",70621013
"IVZ","INVICTUS ENERGY LTD","2012-01-19","Energy",276703195
"IXC","INVEX THERAPEUTICS LTD","2019-07-05","Pharmaceuticals, Biotechnology & Life Sciences",42086155
"IXR","IONIC RARE EARTHS LIMITED","1999-12-10","Materials",151031592
"IXU","IXUP LIMITED","2017-11-15","Software & Services",39945397
"JAL","JAMESON RESOURCES LIMITED","2007-12-18","Materials",43066221
"JAN","JANISON EDUCATION GROUP LIMITED","2000-09-12","Software & Services",149020507
"JAT","JATCORP LIMITED","2008-01-30","Retailing",29975422
"JAV","JAVELIN MINERALS LIMITED","2012-10-09","Materials",9454153
"JAY","JAYRIDE GROUP LIMITED","2018-01-29","Retailing",30867245
"JBH","JB HI-FI LIMITED","2003-10-23","Retailing",4816161863
"JCS","JCURVE SOLUTIONS LTD","2000-12-08","Software & Services",20685637
"JDO","JUDO CAPITAL HOLDINGS LIMITED","2021-11-01","Banks",1398482638
"JGH","JADE GAS HOLDINGS LIMITED","1995-02-13","Materials",68472763
"JHG","JANUS HENDERSON GROUP PLC","2008-10-27","Diversified Financials",6793013709
"JHX","JAMES HARDIE INDUSTRIES PLC","2001-10-15","Materials",13013123722
"JIN","JUMBO INTERACTIVE LIMITED","1972-06-14","Consumer Services",869585633
"JLG","JOHNS LYNG GROUP LIMITED","2017-10-26","Capital Goods",1856859858
